date_time,wind_speed,wind_dir,temp,rh,pm_10,pm_2.5
2014/01/24 11h,2.7,17,14,68,39,17
2014/01/24 12h,2.5,44,15,65,33,14
2014/01/24 13h,2.6,39,16,57,27,16
2014/01/24 14h,1.9,40,17,57,24,13
2014/01/24 15h,1.8,40,16,59,29,12
2014/01/24 16h,2.8,73,16,59,31,14
2014/01/24 17h,3.1,82,15,68,27,12
2014/01/24 18h,1.4,127,14,76,23,10
2014/01/24 19h,1.8,151,13,80,21,11
2014/01/24 20h,1,307,12,84,22,11
2014/01/24 21h,2.8,290,12,86,22,12
2014/01/24 22h,1.7,310,12,84,28,13
2014/01/24 23h,1.9,316,12,83,24,14
2014/01/25 0h,1.1,340,12,83,18,16
2014/01/25 1h,3.1,295,12,83,23,16
2014/01/25 2h,3.2,296,12,85,26,14
2014/01/25 3h,0.8,4.3,12,84,31,15
2014/01/25 4h,3.1,297,12,82,35,16
2014/01/25 5h,1.5,34,12,80,32,14
2014/01/25 6h,0.9,311,12,81,28,13
2014/01/25 7h,1.5,35,12,80,32,17
2014/01/25 8h,1.5,336,12,83,31,17
2014/01/25 9h,1.6,174,14,73,35,17
2014/01/25 10h,1.6,49,15,72,50,22
2014/01/25 11h,2.1,154,16,68,54,24
2014/01/25 12h,2.4,164,17,65,57,22
2014/01/25 13h,3,178,17,61,65,27
2014/01/25 14h,2.5,178,17,59,78,27
2014/01/25 15h,2.1,179,17,64,86,25
2014/01/25 16h,1.8,206,17,65,77,26
2014/01/25 17h,1,225,16,66,76,23
2014/01/25 18h,1.8,212,16,66,67,23
2014/01/25 19h,1.1,237,16,69,56,25
2014/01/25 20h,1.1,12,16,69,54,28
2014/01/25 21h,1.8,41,16,70,59,29
2014/01/25 22h,2.2,51,15,76,64,30
2014/01/25 23h,2.7,92,14,80,53,27
2014/01/26 0h,5.5,49,14,77,48,24
2014/01/26 1h,5,51,13,82,54,28
2014/01/26 2h,5.3,56,13,77,199,129
2014/01/26 3h,6.4,48,12,79,352,239
2014/01/26 4h,6.7,50,12,79,321,216
2014/01/26 5h,6.2,46,11,79,247,158
2014/01/26 6h,5.4,62,12,77,177,110
2014/01/26 7h,5.8,61,12,76,125,76
2014/01/26 8h,5.6,54,11,77,105,60
2014/01/26 9h,6.2,56,11,78,109,62
2014/01/26 10h,6.3,57,11,76,112,66
2014/01/26 11h,6.3,48,11,75,104,66
2014/01/26 12h,6.6,49,11,75,94,59
2014/01/26 13h,6,54,11,75,95,56
2014/01/26 14h,7.4,45,11,74,88,49
2014/01/26 15h,6.3,49,11,73,75,34
2014/01/26 16h,6,57,11,73,59,25
2014/01/26 17h,6.4,48,11,73,51,21
2014/01/26 18h,6.1,50,11,72,54,17
2014/01/26 19h,6,49,11,72,53,13
2014/01/26 20h,5,67,11,70,49,15
2014/01/26 21h,5.3,60,11,67,53,15
2014/01/26 22h,5,59,11,68,50,12
2014/01/26 23h,4.4,86,10,72,45,14
2014/01/27 0h,3.8,100,10,72,44,16
2014/01/27 1h,3.3,85,10,72,39,14
2014/01/27 2h,3.5,98,9.9,72,38,14
2014/01/27 3h,3.6,86,9.9,71,43,15
2014/01/27 4h,4.2,81,10,70,44,14
2014/01/27 5h,4.7,66,10,70,42,13
2014/01/27 6h,4.5,55,10,72,42,12
2014/01/27 7h,4.5,60,10,72,45,16
2014/01/27 8h,4.9,53,11,70,50,21
2014/01/27 9h,4.9,53,11,69,50,22
2014/01/27 10h,4,46,12,66,46,28
2014/01/27 11h,3.8,53,12,66,44,25
2014/01/27 12h,4.3,49,12,67,40,14
2014/01/27 13h,3.7,49,13,67,37,13
2014/01/27 14h,3.5,54,13,68,40,14
2014/01/27 15h,3.3,56,13,68,42,11
2014/01/27 16h,3.3,45,12,72,39,10
2014/01/27 17h,3.4,61,11,74,38,10
2014/01/27 18h,3.8,50,11,79,38,10
2014/01/27 19h,3.1,57,11,83,38,9
2014/01/27 20h,2.4,68,11,85,38,7
2014/01/27 21h,2.8,101,11,87,34,7
2014/01/27 22h,3.1,109,11,87,34,10
2014/01/27 23h,3.3,183,11,88,35,10
2014/01/28 0h,3.7,97,10,88,35,9
2014/01/28 1h,3.5,182,11,86,32,9
2014/01/28 2h,3.5,133,11,85,32,8
2014/01/28 3h,3.3,115,11,85,34,8
2014/01/28 4h,3.2,65,11,84,35,10
2014/01/28 5h,2.1,325,11,83,40,14
2014/01/28 6h,3.2,127,11,85,49,20
2014/01/28 7h,2.7,330,11,85,55,23
2014/01/28 8h,2.3,316,12,84,54,24
2014/01/28 9h,1.8,64,13,80,50,23
2014/01/28 10h,1.8,51,13,75,54,23
2014/01/28 11h,3,35,14,71,43,19
2014/01/28 12h,2.1,38,15,62,44,21
2014/01/28 13h,2.2,39,16,59,43,20
2014/01/28 14h,2.3,78,15,60,39,19
2014/01/28 15h,2.6,48,15,60,37,17
2014/01/28 16h,2.4,42,14,65,32,11
2014/01/28 17h,2.5,42,14,69,32,8
2014/01/28 18h,2.4,102,13,78,33,8
2014/01/28 19h,2,52,13,79,32,8
2014/01/28 20h,2,61,13,81,28,8
2014/01/28 21h,2.3,110,13,84,27,9
2014/01/28 22h,3.1,140,13,85,31,10
2014/01/28 23h,2.5,114,13,87,31,9
2014/01/29 0h,3,94,13,87,31,8
2014/01/29 1h,2.7,100,13,88,31,10
2014/01/29 2h,3,99,13,88,29,11
2014/01/29 3h,2.8,104,12,88,28,10
2014/01/29 4h,3.3,110,12,87,27,9
2014/01/29 5h,2.6,87,12,84,31,11
2014/01/29 6h,3.7,109,12,81,35,15
2014/01/29 7h,3.5,68,13,78,40,13
2014/01/29 8h,4.3,75,13,76,38,15
2014/01/29 9h,3.5,43,13,80,33,17
2014/01/29 10h,3.9,50,14,79,43,20
2014/01/29 11h,3,42,15,70,44,19
2014/01/29 12h,3.2,45,16,67,32,15
2014/01/29 13h,2.4,45,16,67,29,17
2014/01/29 14h,2.3,37,16,66,29,15
2014/01/29 15h,1.9,65,16,68,29,11
2014/01/29 16h,1.1,349,15,68,31,10
2014/01/29 17h,0.8,240,15,65,29,12
2014/01/29 18h,1.1,12,14,69,28,12
2014/01/29 19h,0.6,269,14,73,27,11
2014/01/29 20h,1,16,13,79,31,14
2014/01/29 21h,1.1,356,13,80,32,14
2014/01/29 22h,0.8,316,14,71,27,11
2014/01/29 23h,1.9,296,14,70,26,10
2014/01/30 0h,1.1,324,13,80,33,17
2014/01/30 1h,1.1,25,13,77,40,23
2014/01/30 2h,2,303,14,74,42,21
2014/01/30 3h,1.4,357,14,73,39,19
2014/01/30 4h,0.7,254,13,77,39,19
2014/01/30 5h,1.4,317,14,77,39,19
2014/01/30 6h,2.2,286,13,80,40,24
2014/01/30 7h,1.3,187,14,78,48,27
2014/01/30 8h,1.7,155,14,79,49,27
2014/01/30 9h,1.6,143,16,75,50,28
2014/01/30 10h,2.2,225,17,71,60,31
2014/01/30 11h,2.2,175,18,67,67,38
2014/01/30 12h,3,164,16,75,73,44
2014/01/30 13h,2.5,168,16,76,72,44
2014/01/30 14h,2.1,161,17,72,66,40
2014/01/30 15h,2.4,195,18,71,65,40
2014/01/30 16h,2.2,201,16,81,62,37
2014/01/30 17h,1.7,200,15,86,54,31
2014/01/30 18h,1,208,15,86,57,35
2014/01/30 19h,0.7,30,15,86,64,37
2014/01/30 20h,1.3,212,15,87,59,34
2014/01/30 21h,0.9,259,14,89,56,34
2014/01/30 22h,0.7,311,15,85,61,40
2014/01/30 23h,0.6,198,14,88,59,39
2014/01/31 0h,1,146,14,90,50,28
2014/01/31 1h,0.8,329,15,92,43,22
2014/01/31 2h,2,87,14,95,33,19
2014/01/31 3h,1.3,291,13,96,23,16
2014/01/31 4h,1.9,81,13,97,28,18
2014/01/31 5h,3.8,116,13,97,43,25
2014/01/31 6h,4.5,106,13,96,55,36
2014/01/31 7h,3.7,111,13,95,68,42
2014/01/31 8h,4.2,80,13,93,64,38
2014/01/31 9h,4.5,81,14,88,77,54
2014/01/31 10h,3.3,86,16,80,95,66
2014/01/31 11h,3.6,47,16,77,93,63
2014/01/31 12h,3.4,55,17,74,93,64
2014/01/31 13h,3.7,58,17,80,76,53
2014/01/31 14h,3.1,81,17,89,53,36
2014/01/31 15h,2.8,56,18,85,45,28
2014/01/31 16h,2.7,103,18,85,44,25
2014/01/31 17h,3.1,357,17,89,46,23
2014/01/31 18h,2.4,45,17,89,44,27
2014/01/31 19h,2.5,47,16,91,40,25
2014/01/31 20h,2.8,94,16,92,40,23
2014/01/31 21h,2,49,16,93,40,28
2014/01/31 22h,1.9,79,16,91,42,28
2014/01/31 23h,1.9,79,17,90,45,30
2014/02/01 0h,1.3,13,17,90,48,29
2014/02/01 1h,1,356,16,91,46,24
2014/02/01 2h,0.9,297,16,92,49,31
2014/02/01 3h,0.9,226,16,92,57,38
2014/02/01 4h,1.3,197,14,94,54,35
2014/02/01 5h,0.8,195,13,97,42,27
2014/02/01 6h,0.7,223,14,97,37,24
2014/02/01 7h,1.2,242,14,97,40,29
2014/02/01 8h,2,165,14,97,43,29
2014/02/01 9h,2.6,165,14,97,42,25
2014/02/01 10h,2.1,156,15,95,42,26
2014/02/01 11h,1.3,137,15,88,38,27
2014/02/01 12h,2.6,168,18,77,32,21
2014/02/01 13h,2.4,177,15,89,23,17
2014/02/01 14h,2.8,180,15,89,23,22
2014/02/01 15h,2.4,184,16,85,32,28
2014/02/01 16h,2.6,187,15,89,34,22
2014/02/01 17h,1.9,164,15,90,28,21
2014/02/01 18h,2.6,191,17,83,33,21
2014/02/01 19h,1.2,96,17,82,39,25
2014/02/01 20h,2.3,212,18,79,45,32
2014/02/01 21h,1.4,241,17,80,51,33
2014/02/01 22h,1.1,197,17,79,59,37
2014/02/01 23h,0.9,19,17,85,71,44
2014/02/02 0h,0.6,255,16,88,75,45
2014/02/02 1h,1.4,42,16,89,72,44
2014/02/02 2h,2.5,294,16,87,73,48
2014/02/02 3h,1.6,190,15,89,70,45
2014/02/02 4h,1.4,220,14,94,59,38
2014/02/02 5h,0.6,269,15,93,57,39
2014/02/02 6h,1.3,301,15,90,71,43
2014/02/02 7h,2.1,32,15,88,77,46
2014/02/02 8h,1.7,34,15,88,70,47
2014/02/02 9h,2.3,31,16,85,66,44
2014/02/02 10h,2,40,17,77,64,43
2014/02/02 11h,1.8,35,18,70,59,40
2014/02/02 12h,1.8,175,20,64,62,40
2014/02/02 13h,2.1,182,21,63,65,44
2014/02/02 14h,2,141,20,67,67,44
2014/02/02 15h,2.1,160,19,67,71,43
2014/02/02 16h,2.4,153,18,69,65,44
2014/02/02 17h,1.9,163,17,75,57,41
2014/02/02 18h,1.4,187,17,79,60,41
2014/02/02 19h,1.1,192,17,81,65,43
2014/02/02 20h,0.6,266,17,83,56,41
2014/02/02 21h,1,351,17,80,49,37
2014/02/02 22h,2.1,40,15,88,54,40
2014/02/02 23h,1.2,312,15,86,65,46
2014/02/03 0h,1.1,318,16,84,66,41
2014/02/03 1h,1.6,42,16,85,55,33
2014/02/03 2h,1.9,289,16,85,50,34
2014/02/03 3h,1.1,7.6,15,84,60,43
2014/02/03 4h,2,295,15,83,65,46
2014/02/03 5h,1.4,28,16,83,70,51
2014/02/03 6h,1.2,313,15,86,86,61
2014/02/03 7h,1.8,302,16,83,89,65
2014/02/03 8h,0.8,140,17,78,82,57
2014/02/03 9h,1.8,157,18,73,79,53
2014/02/03 10h,1.5,52,18,73,77,53
2014/02/03 11h,1.5,155,19,68,73,54
2014/02/03 12h,1.7,154,20,65,76,57
2014/02/03 13h,1.7,161,20,65,81,59
2014/02/03 14h,4.6,55,20,64,83,56
2014/02/03 15h,6.2,57,15,85,79,49
2014/02/03 16h,6.3,52,13,92,68,39
2014/02/03 17h,6.8,57,13,90,70,39
2014/02/03 18h,7.3,55,13,87,68,42
2014/02/03 19h,6.7,60,13,85,60,39
2014/02/03 20h,7.2,55,13,85,67,42
2014/02/03 21h,7.2,55,12,89,66,37
2014/02/03 22h,5.7,62,12,89,61,29
2014/02/03 23h,6.4,55,12,86,65,27
2014/02/04 0h,7.2,49,11,89,61,23
2014/02/04 1h,5.5,64,11,88,55,21
2014/02/04 2h,6.7,62,11,83,60,21
2014/02/04 3h,6.7,58,11,83,61,23
2014/02/04 4h,7.4,53,11,80,62,21
2014/02/04 5h,7,62,11,78,64,20
2014/02/04 6h,7.4,49,11,79,62,21
2014/02/04 7h,7.6,49,10,79,65,21
2014/02/04 8h,7.8,54,10,79,66,21
2014/02/04 9h,7.5,48,10,78,66,21
2014/02/04 10h,7.8,51,10,77,62,23
2014/02/04 11h,7.7,48,10,77,65,28
2014/02/04 12h,7.3,52,9.7,78,73,31
2014/02/04 13h,7.6,50,9.6,76,72,31
2014/02/04 14h,7.2,52,9.6,76,66,29
2014/02/04 15h,7.4,53,9.5,77,60,28
2014/02/04 16h,7.9,48,9.3,76,56,24
2014/02/04 17h,7.7,53,9.1,76,59,21
2014/02/04 18h,7.8,57,9,77,56,21
2014/02/04 19h,7.5,55,8.9,77,50,19
2014/02/04 20h,7.3,55,8.9,77,49,15
2014/02/04 21h,7.2,59,8.9,75,44,19
2014/02/04 22h,6.8,62,8.8,74,44,20
2014/02/04 23h,7.2,60,8.7,75,48,15
2014/02/05 0h,6.4,66,8.4,80,51,18
2014/02/05 1h,4.9,90,7.8,87,49,20
2014/02/05 2h,5,82,7.9,85,48,20
2014/02/05 3h,5,101,7.8,86,49,20
2014/02/05 4h,3.7,101,8.1,85,46,20
2014/02/05 5h,4,80,8.3,89,42,18
2014/02/05 6h,3.5,98,8.6,87,35,14
2014/02/05 7h,3.5,88,9,85,40,18
2014/02/05 8h,3.9,79,9.3,84,43,22
2014/02/05 9h,3.4,80,9.5,84,39,21
2014/02/05 10h,4.4,92,9.6,86,39,20
2014/02/05 11h,4.7,86,9.8,84,39,21
2014/02/05 12h,4.4,102,9.8,87,42,24
2014/02/05 13h,3.9,84,9.9,88,40,22
2014/02/05 14h,4.1,82,10,89,38,20
2014/02/05 15h,4.1,97,10,91,39,19
2014/02/05 16h,3.9,106,10,92,38,19
2014/02/05 17h,4.1,96,10,94,34,20
2014/02/05 18h,4.2,97,10,95,28,17
2014/02/05 19h,4.2,112,10,95,24,10
2014/02/05 20h,4.3,100,10,95,18,10
2014/02/05 21h,4.6,75,11,95,12,11
2014/02/05 22h,4.5,58,11,96,13,12
2014/02/05 23h,4.8,46,11,96,12,10
2014/02/06 0h,4.4,45,11,95,12,9
2014/02/06 1h,4.1,57,11,94,13,9
2014/02/06 2h,1.6,29,11,95,12,6
2014/02/06 3h,1.8,41,12,96,16,8
2014/02/06 4h,3,83,12,97,18,7
2014/02/06 5h,1.8,179,12,96,12,4
2014/02/06 6h,1.8,290,12,96,11,9
2014/02/06 7h,3.3,296,13,96,15,12
2014/02/06 8h,2.4,314,13,96,11,9
2014/02/06 9h,1.4,304,13,96,9,4
2014/02/06 10h,1.1,39,14,93,11,5
2014/02/06 11h,1.5,158,14,92,17,10
2014/02/06 12h,2.6,151,15,87,18,10
2014/02/06 13h,1.7,125,15,87,16,7
2014/02/06 14h,2.3,61,14,89,17,6
2014/02/06 15h,3.8,46,13,93,15,8
2014/02/06 16h,3.1,50,13,95,11,9
2014/02/06 17h,3.8,45,13,96,13,8
2014/02/06 18h,4.1,44,13,97,17,8
2014/02/06 19h,4.2,51,12,97,12,9
2014/02/06 20h,3.3,77,12,97,13,7
2014/02/06 21h,3.3,67,12,97,13,6
2014/02/06 22h,3.2,58,12,97,15,9
2014/02/06 23h,3,89,12,97,18,8
2014/02/07 0h,3.7,43,12,94,20,9
2014/02/07 1h,3.1,57,12,91,17,9
2014/02/07 2h,3,57,13,91,18,5
2014/02/07 3h,2.8,57,13,90,18,10
2014/02/07 4h,3,49,13,91,17,13
2014/02/07 5h,2.3,161,13,93,21,12
2014/02/07 6h,2.8,94,12,96,20,10
2014/02/07 7h,2.9,44,12,97,13,7
2014/02/07 8h,2.6,143,12,97,17,7
2014/02/07 9h,2.3,49,12,97,18,6
2014/02/07 10h,2.7,58,13,96,17,8
2014/02/07 11h,2.9,47,13,92,17,10
2014/02/07 12h,2.3,46,13,90,16,8
2014/02/07 13h,2.6,45,13,87,20,8
2014/02/07 14h,2.5,43,13,89,23,9
2014/02/07 15h,2,44,13,89,22,10
2014/02/07 16h,3.2,51,13,89,16,11
2014/02/07 17h,3.8,46,12,92,21,11
2014/02/07 18h,4.3,51,12,95,24,13
2014/02/07 19h,4.4,47,12,95,21,14
2014/02/07 20h,4.6,46,12,96,18,10
2014/02/07 21h,4,53,12,97,17,5
2014/02/07 22h,3.7,59,12,97,15,3
2014/02/07 23h,4.2,28,11,96,13,5
2014/02/08 0h,3.5,34,11,93,18,6
2014/02/08 1h,3.3,56,11,93,21,7
2014/02/08 2h,3.2,70,11,90,22,7
2014/02/08 3h,4.7,49,11,86,22,4
2014/02/08 4h,5.4,51,10,87,17,5
2014/02/08 5h,5.8,47,11,82,16,4
2014/02/08 6h,5.5,53,11,78,17,2
2014/02/08 7h,6.2,49,11,77,18,4
2014/02/08 8h,5.7,47,11,80,16,5
2014/02/08 9h,5.2,53,11,83,21,2
2014/02/08 10h,4.4,58,11,82,26,3
2014/02/08 11h,5.8,54,11,81,22,7
2014/02/08 12h,5.4,51,10,79,23,8
2014/02/08 13h,5.2,52,9.9,79,23,8
2014/02/08 14h,4.8,54,9.7,78,22,10
2014/02/08 15h,5,54,9.9,79,24,10
2014/02/08 16h,6.2,49,9.7,79,28,12
2014/02/08 17h,5.5,56,9.7,77,29,12
2014/02/08 18h,5,64,9.9,77,32,15
2014/02/08 19h,5.7,53,9.9,78,39,20
2014/02/08 20h,6.5,53,9.6,82,44,21
2014/02/08 21h,5.6,56,9.1,85,48,25
2014/02/08 22h,6.5,50,8.6,87,59,29
2014/02/08 23h,6,51,8.1,88,60,32
2014/02/09 0h,6.3,47,8,87,57,34
2014/02/09 1h,6.4,54,7.6,90,59,33
2014/02/09 2h,7.1,50,7.6,87,54,33
2014/02/09 3h,6.3,56,7.3,89,53,35
2014/02/09 4h,6.5,48,6.8,90,53,37
2014/02/09 5h,6.3,56,6.6,91,56,38
2014/02/09 6h,7,53,6.6,91,53,34
2014/02/09 7h,6.3,54,6.6,91,42,28
2014/02/09 8h,7.3,50,6.8,90,45,22
2014/02/09 9h,7.3,55,6.8,89,42,22
2014/02/09 10h,5.6,62,6.4,89,37,24
2014/02/09 11h,6,66,6.3,90,31,21
2014/02/09 12h,5,72,6.3,89,27,19
2014/02/09 13h,6,58,6.2,89,29,21
2014/02/09 14h,5,71,6.3,89,24,23
2014/02/09 15h,5.1,66,6.3,90,26,18
2014/02/09 16h,6.1,68,6.3,89,24,15
2014/02/09 17h,6.4,50,6.5,89,23,14
2014/02/09 18h,8.1,45,6.6,88,27,16
2014/02/09 19h,7.4,59,6.5,87,26,17
2014/02/09 20h,6.8,56,6.3,87,22,15
2014/02/09 21h,7.3,51,6.1,86,23,16
2014/02/09 22h,7,62,5.9,85,27,22
2014/02/09 23h,4.8,75,5.7,84,33,21
2014/02/10 0h,5.3,70,5.3,86,37,20
2014/02/10 1h,4.8,82,5.4,83,35,25
2014/02/10 2h,4.7,88,5.6,81,33,27
2014/02/10 3h,4.6,78,5.8,76,31,23
2014/02/10 4h,5.3,57,5.8,78,31,21
2014/02/10 5h,5.5,56,5.6,79,32,24
2014/02/10 6h,5.3,56,5.5,77,33,27
2014/02/10 7h,5.7,47,5.7,71,34,28
2014/02/10 8h,5.5,52,5.9,67,35,24
2014/02/10 9h,5,59,5.9,67,33,22
2014/02/10 10h,4.6,58,5.8,68,32,27
2014/02/10 11h,5.2,51,5.9,67,37,22
2014/02/10 12h,5.9,53,5.9,66,40,21
2014/02/10 13h,4.2,62,5.9,66,42,23
2014/02/10 14h,5,53,6,66,40,22
2014/02/10 15h,4,58,6,66,38,21
2014/02/10 16h,4.2,51,6,67,39,23
2014/02/10 17h,3.5,61,6.2,67,33,28
2014/02/10 18h,5,51,6.3,67,29,24
2014/02/10 19h,5.1,47,6.4,68,31,19
2014/02/10 20h,5.2,52,6,72,29,20
2014/02/10 21h,5.4,55,5.9,73,34,21
2014/02/10 22h,5,55,5.7,72,38,22
2014/02/10 23h,5.8,53,5.6,69,38,22
2014/02/11 0h,6,47,5.3,67,38,26
2014/02/11 1h,5.3,54,5,66,40,31
2014/02/11 2h,4.3,63,4.8,66,35,28
2014/02/11 3h,5.1,52,4.7,65,29,24
2014/02/11 4h,4.5,57,4.5,65,33,21
2014/02/11 5h,4.7,56,4.5,66,34,21
2014/02/11 6h,4.8,55,4.3,66,31,20
2014/02/11 7h,4.1,57,4.3,63,32,20
2014/02/11 8h,4.3,50,4.3,63,34,21
2014/02/11 9h,4.1,51,4.8,60,33,22
2014/02/11 10h,3.9,52,5.5,56,31,22
2014/02/11 11h,3.9,52,6,57,34,23
2014/02/11 12h,3.9,54,6.1,58,35,22
2014/02/11 13h,4.4,49,6.2,60,34,23
2014/02/11 14h,5,48,6.1,62,35,25
2014/02/11 15h,5.9,46,6.1,63,39,27
2014/02/11 16h,5.5,45,6.1,65,42,29
2014/02/11 17h,4.4,57,6.2,66,39,25
2014/02/11 18h,4.3,53,6.4,69,33,21
2014/02/11 19h,4.7,59,6.7,70,31,19
2014/02/11 20h,4.5,60,6.9,70,29,21
2014/02/11 21h,5.3,56,7.2,69,26,21
2014/02/11 22h,5.6,53,7.7,64,29,18
2014/02/11 23h,4.2,65,7.8,62,35,23
2014/02/12 0h,4.4,64,7.8,65,45,31
2014/02/12 1h,4,62,7.7,70,45,33
2014/02/12 2h,3.8,69,7.3,68,43,36
2014/02/12 3h,4.5,52,7.2,68,50,36
2014/02/12 4h,3.5,69,7,68,49,35
2014/02/12 5h,3.7,54,7,65,44,33
2014/02/12 6h,3.6,59,7.1,65,43,31
2014/02/12 7h,3.7,53,7.2,65,42,27
2014/02/12 8h,4.2,50,7.3,66,39,24
2014/02/12 9h,4.5,52,7.5,67,34,24
2014/02/12 10h,4.9,49,7.8,68,29,23
2014/02/12 11h,3.9,65,7.7,70,43,19
2014/02/12 12h,3.5,68,7.7,72,28,27
2014/02/12 13h,3.5,74,7.9,72,28,26
2014/02/12 14h,3.8,67,8.4,72,31,21
2014/02/12 15h,3.7,67,8.7,73,32,19
2014/02/12 16h,4.4,61,8.7,75,33,18
2014/02/12 17h,4.9,69,8.7,77,34,19
2014/02/12 18h,4.5,63,8.2,84,34,18
2014/02/12 19h,3.9,76,7.9,88,34,17
2014/02/12 20h,4.4,97,7.8,92,37,21
2014/02/12 21h,3.7,92,7.8,93,35,20
2014/02/12 22h,3.6,111,7.9,93,26,14
2014/02/12 23h,4.4,86,8.2,92,22,11
2014/02/13 0h,4.3,55,8.4,92,24,11
2014/02/13 1h,3.9,70,8.4,94,21,12
2014/02/13 2h,3.8,73,8.4,94,16,10
2014/02/13 3h,4.3,53,8.3,94,11,9
2014/02/13 4h,4.6,74,8.4,92,11,7
2014/02/13 5h,3.9,77,8.6,92,13,5
2014/02/13 6h,4.9,87,8.8,89,12,5
2014/02/13 7h,4.9,71,8.4,92,12,7
2014/02/13 8h,4.8,78,8.2,90,12,10
2014/02/13 9h,4.7,87,7.9,90,15,8
2014/02/13 10h,4.5,69,7.6,90,20,7
2014/02/13 11h,4.4,73,7.4,90,21,9
2014/02/13 12h,4.1,81,7.1,91,16,9
2014/02/13 13h,3.5,83,6.9,92,16,6
2014/02/13 14h,4.2,75,6.9,92,18,7
2014/02/13 15h,3.7,63,6.8,91,17,10
2014/02/13 16h,4.3,70,7,86,17,11
2014/02/13 17h,5.1,61,7.5,80,17,10
2014/02/13 18h,4.7,67,7.7,78,21,8
2014/02/13 19h,4.4,64,7.9,78,23,9
2014/02/13 20h,3.8,73,7.9,78,26,11
2014/02/13 21h,3.8,70,8.3,74,26,10
2014/02/13 22h,3.2,89,8.4,75,26,9
2014/02/13 23h,3.4,75,8.4,76,26,10
2014/02/14 0h,3.8,82,8.3,75,23,12
2014/02/14 1h,3.4,76,8.3,77,21,11
2014/02/14 2h,3.5,77,8.3,76,21,11
2014/02/14 3h,4.5,71,8.3,77,22,13
2014/02/14 4h,4.3,54,8.3,77,22,12
2014/02/14 5h,3.6,47,8,79,24,15
2014/02/14 6h,3.8,44,8.1,78,24,16
2014/02/14 7h,4,53,8.3,75,23,14
2014/02/14 8h,3.5,62,8.4,75,26,12
2014/02/14 9h,3.2,50,8.4,76,23,13
2014/02/14 10h,4,53,8.5,74,22,12
2014/02/14 11h,4.2,55,8.8,70,23,10
2014/02/14 12h,4.3,54,9.2,67,21,14
2014/02/14 13h,4.7,47,9.2,67,24,17
2014/02/14 14h,4,50,9.3,66,26,15
2014/02/14 15h,4.1,59,9.2,67,26,15
2014/02/14 16h,3.9,66,9,67,28,18
2014/02/14 17h,4.3,56,8.6,70,28,19
2014/02/14 18h,4.2,53,8.5,75,35,23
2014/02/14 19h,5.2,48,8.6,76,44,28
2014/02/14 20h,5.5,52,8.7,77,49,33
2014/02/14 21h,5.1,65,8.7,77,55,40
2014/02/14 22h,6.7,57,8.4,76,61,40
2014/02/14 23h,6.5,50,8.1,74,59,37
2014/02/15 0h,6.2,51,7.7,74,59,37
2014/02/15 1h,5.1,58,7.4,74,59,37
2014/02/15 2h,5.1,54,7.1,71,56,38
2014/02/15 3h,4.6,59,6.9,70,56,40
2014/02/15 4h,4.9,56,6.8,70,61,39
2014/02/15 5h,5.1,47,6.7,68,66,41
2014/02/15 6h,4.2,64,6.7,68,68,45
2014/02/15 7h,4.3,75,6.8,69,76,52
2014/02/15 8h,5.4,72,6.8,69,86,56
2014/02/15 9h,5.4,57,6.7,67,83,54
2014/02/15 10h,4.4,70,7,66,79,52
2014/02/15 11h,3.8,66,7.4,67,79,50
2014/02/15 12h,4,83,7.7,65,71,43
2014/02/15 13h,4.2,67,8.2,65,57,34
2014/02/15 14h,4.4,81,8.6,67,49,31
2014/02/15 15h,3.1,89,9,68,51,31
2014/02/15 16h,3.9,61,8.8,76,51,30
2014/02/15 17h,3.5,99,8.6,84,42,24
2014/02/15 18h,4.2,75,8.4,90,33,21
2014/02/15 19h,3.2,91,8.5,91,32,21
2014/02/15 20h,4.3,65,8.7,90,33,21
2014/02/15 21h,4.3,68,9,88,33,22
2014/02/15 22h,3.7,93,9.2,89,35,20
2014/02/15 23h,3.5,114,9.2,90,32,16
2014/02/16 0h,3.9,116,9.2,91,27,14
2014/02/16 1h,4.4,80,9.3,91,29,15
2014/02/16 2h,4.4,82,9,94,28,19
2014/02/16 3h,4.2,118,9,95,26,18
2014/02/16 4h,4.1,76,9.1,94,24,15
2014/02/16 5h,4.2,105,9.2,94,22,14
2014/02/16 6h,4.8,116,9.3,94,21,12
2014/02/16 7h,4.4,107,9.5,94,22,14
2014/02/16 8h,4.3,87,9.6,94,22,12
2014/02/16 9h,3.7,68,9.7,96,22,10
2014/02/16 10h,3,58,9.8,96,20,9
2014/02/16 11h,2.8,55,10,95,15,8
2014/02/16 12h,2.6,44,10,94,15,10
2014/02/16 13h,2.4,45,11,93,20,14
2014/02/16 14h,1.9,39,11,93,21,11
2014/02/16 15h,1.8,48,11,93,18,10
2014/02/16 16h,2.5,60,11,93,22,12
2014/02/16 17h,2.9,29,11,93,26,15
2014/02/16 18h,2.3,87,11,93,23,16
2014/02/16 19h,0.8,35,11,92,23,16
2014/02/16 20h,0.5,235,11,92,24,13
2014/02/16 21h,0.7,30,11,90,24,13
2014/02/16 22h,0.6,218,12,88,28,19
2014/02/16 23h,1.2,302,12,90,28,20
2014/02/17 0h,0.6,193,12,89,32,21
2014/02/17 1h,0.5,196,11,92,44,19
2014/02/17 2h,1.5,148,11,92,45,20
2014/02/17 3h,0.5,72,11,93,35,21
2014/02/17 4h,0.5,137,11,91,40,21
